,source,target
3808,"Dadka Baajuuniga waa dad laga tiro badan yahay oo ku dhaqan Gasiirada Baajuuniga , xeebaha ku hareersan wadanka Kiinya , iyo meelo ka mid ah Koonfurta wadanka Soomaaliya.
","The Bajuni people are an ethnic minority mainly residing on the Bajuni Islands and surrounding coastal areas between the port city of Kismayo and Mombasa area of Kenya and Somalia's southern border.
"
3809,"Bakool waa gobol ka mid ah Soomaaliya wuxuuna ku yaalaa koonfir-galbeed ee Soomaaliya.
","Bakool is a region ( "" gobol "" ) in southwestern Somalia.
"
3810,"Baku , waa caasimad iyo magaalo-madaxda wadanka Jamhuuriyada Aserbiijaan.
","Baku ( Armenian : Բաքու ) is the capital and largest city of Azerbaijan , as well as the largest city on the Caspian Sea and of the Caucasus region.
"
3811,"Balcad waa degmo ka tirsan Gobolka Shabeelaha Dhexe ee soomaaliya , waxay ku dhawaad 36 kiilo mitir ka xigtaa woqooyiga muqdisho , baaxada magaalada ayaa gaaraysa 4,400 iskuweer ( 1,700 sq miles ) iyo dad gaaraya ku dhawaad 642,000 oo u qaybsan 72 tuulo.
","Bal 'ad District is one of the districts of Middle Shabelle region of Somalia.
"
3812,"Balanballe waa degmo ku yaalo Gobolka gobolka galgaduud.
","Balanbale , also spelled as Balanbal , is a district in the Galguduud region of Somalia.
"
3813,"Diinsi ama Like oo ah magac kale oo ay u yaqaaniin Soomaalidu waa dhir ubaxley ah taasi oo ka baxda deegaanada agagaarka Dhulbadaha.
","The Balanophoraceae ( from the inflorescence which appears to be covered by barnacles ) are a subtropical to tropical family of obligate parasitic flowering plants , notable for their unusual development and obscure affinities.
"
3814,"Baligubadle waa magaalo ku yaala Gobolka Maroodi Jeex , Somaliland.
","Baligubadle is a town in southern Maroodi Jeex region of Somaliland.
"
3815,"Isuduwe 58 ° N 20 ° E
","The Baltic Sea is a mediterranean sea of the Atlantic Ocean , enclosed by Denmark , Estonia , Finland , Latvia , Lithuania , Sweden , northeast Germany , Poland , Russia and the North and Central European Plain.
"
3816,"Dowladaha Baldiiqa waa magac loo yaqaan sadex dowlad oo ka mida wadamada yurub , oo kala ah Estoniya , Latfia iyo Lithuania , hore waxaa uga mid ahaa finland hase yeeshee way ka baxday ,
","The Baltic states , also known as the Baltic countries , Baltic republics , Baltic nations , or simply the Baltics , is a geopolitical term , typically used to group the three sovereign states in Northern Europe on the eastern coast of the Baltic Sea : Estonia , Latvia , and Lithuania.
"
3817,"Baltimore waa magaalada ugu weyn gobolka Maryland ee wadanka Maraykanka , waa magaalada 26aad ee ugu shacabka badan leh , iyo caasimad ugu weyn ee madaxbanaan.
","Baltimore ( , locally : ) is the most populous city in the U.S.
"
3818,"Balwo waa nooc ka mid ah heesaha Soomaalida.
","Balwo is a style of music and poetry practiced in Somalia as well as Djibouti.
"
3819,"Bamako waa caasimada dalka Maali , waxaama 2009 degenaa 1.8 miliyan oo qof.Magaaldaan waxee hormaro Wabiga Nijer.waana magaalada ugu wayn dalkaasi waxayna dhacdaa dhinaca koonfur galbeed EE dalkaasi waxayna magaalada taariikhdeeda soo bilaabatay qarnigii 19 EE miilaadiga
","Bamako ( Bambara : ߓߊߡߊߞߐ tr.
"
3820,"Banaadir waa gobolka ugu yar misna ugu dad badan dalka Soomaaliya wuxuuna ka kooban yahay 18 degmo waana magaalo-madaxda dalka Soomaaliya Xamar iyo baadiyaha ku xeeran.
","Benaadir is an administrative region ( "" gobol "" ) in southeastern Somalia.
"
3821,"Banaaney waa magaalo ka tirsan gobolka Shabeellaha Dhexe.
","Banaaney is a town in the southeastern Gedo region of Somalia.
"
3822,"Banaadir Stadium Waa Garoon Kubada Cagta waxa uu ku yaal Degmada Cabdicasiis waxaa horey loo dhihi Jiray Cons Stadium , garoonkaan waxaa 1956di furay Olombiga caalamiga ee talyaaniga.
","The Eng.
"
3823,"Moos ama Muus waa mid ka mid ah dhirta miraheeda la cuno.
","A banana is an elongated , edible fruit - botanically a berry - produced by several kinds of large herbaceous flowering plants in the genus "" Musa . ""
"
3824,"Qaw waa degmo ku taalo gobolka Bari awal waa loo aqoon jiray Bandar Siyaad.
","Bandar Siyada , also known as Qaw , is a populated place in the northeastern Bari region of Somalia.
"
3825,"Bandiiradley waa deegaan ku yaalo Gobolka Mudug.
","Banderadley ( Arabic : "" بنديردلي "" } } ) is a town in the Mudug region of Galmudug state of Somalia.
"
3826,"Bangkok ( กรุงเทพ ฯ ) waa caasimada dalka Tayland.
","Bangkok is the capital and most populous city of Thailand.
"
3827,"Bangladhesh ( af-Bangali : বাংলাদেশ ; ) sida dowliga ah loo yaqaano Jamhuuriyadda shacabka Bangladesh waa wadan ku yaalo Koonfurta Aasiya.
","Bangladesh , officially the People's Republic of Bangladesh , is a country in South Asia.
"
3828,"Dagaalka Jabhadda Bangladesh ( Bengali : মুক ্ তিযুদ ্ ধ Mukhtijuddho ) , oo sidoo kale loo yaqaano Dagaalkii Bangladesh ee Madax-bannaanida , ama Dagaalka Jirdilka ah ee Bangladesh , wuxuu ahaa kacaan iyo iskahorimaadyo hubaal ah oo ay keentay kor u kaca dhaqdhaqaaqa qaranka ee bengaliya ka dibna waxa uu ahaa bariga Pakistan intii lagu jiray xasuuqii Bangladesh ee 1971.
","The Bangladesh Liberation War , also known as the Bangladesh War of Independence , or simply the Liberation War in Bangladesh , was a revolution and armed conflict sparked by the rise of the Bengali nationalist and self-determination movement in what was then East Pakistan during the 1971 Bangladesh genocide.
"
3829,"Bangui waa caasimada Jamhuuriyadda Bartamaha Afrika.
","Bangui ( or Bangî in Sango , formerly written Bangi in English ) is the capital and largest city of the Central African Republic.
"
3830,"Banjul waa caasimada dalka Gambia , waxa kunool dad gaadhaya 34 828 oo kun ( 2013 ).
","Banjul , officially the City of Banjul , is the capital and fourth largest city of The Gambia.
"
3831,"Banki , Bangi ( ingiriis : Bank , carabi : المصرف ) waa xarun dhaqaale lacagaha maamusha , keydisa , samaysa , dib u daabacda isla markaana dhaqaale ka sameysa amaahinta iyo maalgelinta ganacsiga , wershadaha , shirkadaha IWM.
","A bank is a financial institution that accepts deposits from the public and creates a demand deposit , while simultaneously making loans.
"
3832,"Bankiga Somaliland Waxa la'aasaasay sanadii 1994 waana waxa uu laamo kuleeyhay dhammaan magaalooyinka waawayn ee wadanka sida.
","The Bank of Somaliland is a central bank in Somaliland , a self-declared republic that is internationally recognized as an autonomous region of Somalia.
"
3833,"Banu Haashim
","Banū Hāshim is the clan of the Quraysh tribe , to which the Islamic prophet Muhammad belonged ; his great-grandfather was Hashim ibn Abd Manaf , after whom the clan is named.
"
3834,"Barack Xuseen Obama ( wuxuu dhashay Ogosto 4 , 1961 ) waa siyaasi isla markaana aha madaxweynihii 44 ee dalka Mareykanka , iyo qofkii ugu horreeyey ee Afrikan Ameerikan ah ee xilkaas qabta wuxuu ku dhashay Honolulu jasiiradaha Hawaii.
","Barack Hussein Obama II ( born August 4 , 1961 ) is an American politician and attorney who served as the 44th president of the United States from 2009 to 2017.
"
3835,"Baran waa tuulo oo ku yaal Sool oo ah dhulka Darwiish oo waxaa ku nool Baharsame.
","Baran ( also Baaraan ) is a village in the Sool region of Somalia.
"
3836,"Baraawe waa caasimada Koofur Orsi.
","Barawa ( "" Madīna Barāwa "" ) , also known as Barawe and Brava , is the capital of the South West state of Somalia.
"
3837,"Barbados waa wadan jasiirado ka sameesan oo ku yaalo Karabiya.
","Barbados ( or ) is an island country in the Lesser Antilles of the West Indies , in the Caribbean region of North America.
"
3838,"Barcelona waa magaalad oo kuyaalo gobolka Katalooniya ee wadanka isbania.
","Barcelona is a city on the coast of northeastern Spain.
"
3839,"weruioewrj34 rm , 34jro342n5 r435u348j5n t34m5t34h58tirk345ti34thoi34t
","Bardera Airport is an airport serving Bardera , a city in the southern Gedo region in Somalia.
"
3840,"Barelang Bridge ( Jawi : Jemal Bareyl ; Shiinaha : Indiya : Jiman Barelang ) waa silsilad ah 6 buundo oo noocyo kala duwan ah oo isku xira jasiiradaha Batam , Rempang , iyo Galang , Riau Islands oo la dhisay 1997.
","The Barelang Bridge ( Jawi : جمبتن باريلڠ ; ; ) is a chain of 6 bridges of various types that connect the islands of Batam , Rempang , and Galang , Riau Islands built in 1997.
"
3841,"Bari :
","Bari is the second largest continental city of southern Italy.
"
3842,"Tirokoobkii ( Qiyaas ) UNka ee 2008 waxa uu dadka deggan gobolka Bari ku qiyaasay 1,300,000 oo ruux oo dhalasho ahaan Soomaali wada ah.
","Bari is an administrative region ( "" gobol "" ) in northeastern Somalia.
"
3843,"Baariyaam
","Barium is a chemical element with the symbol Ba and atomic number 56.
"
3844,"Barkhad Cabdi ( dhashay 10 Aprial 1985 ) , waxa uu ku dhashay Magaalada Muqdisho ee caasimada Soomaaliya , waa atoore ka qeyb qaatay Filimkii Captain Phillips ee soo baxay 2013 dii , waxaana uu ku guuleystay abaalmarino badan oo ay ka mid yihiin Best Actor in a Supporting Role at the Academy Awards iyo BAFTA.
","Barkhad Abdi ( born April 10 , 1985 ) is a Somali-American actor and director.
"
3845,"Heed magaca sayniska "" Hordeum vulgare "" L. , waa xubin ka mid ah dhirta cowsleyda ah ee bixisa midhaha xabada firida ah.
","Barley ( "" Hordeum vulgare "" ) , a member of the grass family , is a major cereal grain grown in temperate climates globally.
"
3846,"Foosto Fuusto ama Barmiil waa shay ka samaysan bir oo leh balac wareegsan iyo joog u sameysan sida dhululuboda.
","A barrel or cask is a hollow cylindrical container with a bulging center , longer than it is wide.
"
3847,"Laxoox ( Af Balkan : revani ama ravani) waa cunto fudud oo laga diyaariyo daqiiq cad , khamiir , biyo , sonkor , milix la isku dhex laaqay ; taasi oo laga cuno deegaanda Jabuuti , Soomaaliya , iyo Yemen.
","Basbousa ( also namoura , revani , hareseh and other names ) is a traditional Middle Eastern sweet cake that originated in Egypt , though also popular in other countries.
"
3848,"Reexaan waa jaad ka mida dhir uduga cuntada lagu carfiyo , saliideeda waxaa laga sameeyaa catarka iyo noocyo ka mida cabitaanka
","Basil ( , ; "" Ocimum basilicum "" ) , also called great basil , is a culinary herb of the family Lamiaceae ( mints ).
"
3849,"Kubadda Koleyga ( "" basketball "" )
","Basketball is a team sport in which two teams , most commonly of five players each , opposing one another on a rectangular court , compete with the primary objective of shooting a basketball ( approximately in diameter ) through the defender's hoop ( a basket in diameter mounted high to a backboard at each end of the court ) while preventing the opposing team from shooting through their own hoop.
"
3850,"Baskin-Robbins waa shirkada ugu weyn ee soo saarta jalaatada taasi oo xarunteedu tahay Canton , Massachusetts.
","Baskin-Robbins is an American chain of ice cream and cake specialty shop restaurants.
"
3851,"Ku Bilaabida Magaca Alle ee Naxariista mid gaar iyo mid guud
","The Basmala , also known by its incipit ( "" In the name of God "" ) , is the Islamic phrase , "" In the name of God , the Most Gracious , the Most Merciful . ""
"
3852,"Narso waa nooc ka mid ah durbaanka kaasi oo leh labo dhinac oo laga garaaco.
","The bass drum , or kick drum , is a large drum that produces a note of low definite or indefinite pitch.
"
3853,"Basshunter , Jonas Erik Altberg ( Halmstad , 22 diseembar 1984 ) , waa fanaan Iswiidhan ah.
","Jonas Erik Altberg ( born 22 December 1984 in Halmstad ) , better known by his stage name Basshunter ( also stylised as BassHunter ) , is a Swedish singer , record producer and DJ.
"
3854,"Fiidmeer ( magaca Sayniska : Chiroptera ; loogu dhawaaqo ( laga soo xigtar ereyga "" Latinka "" : χείρ - "" cheir "" , macnaheedu yahay "" gacan "" and πτερόν - "" pteron "" , "" wing "" ) waa nooc ka mid ah xayawaanka naasleyda ah ee duuli kara.
","Bats are mammals of the order Chiroptera ; with their forelimbs adapted as wings , they are the only mammals capable of true and sustained flight.
"
3855,"Battambang ( Khmer ) : Batdâmbâng ama Krong Battambang ( Magaalada Battambang ) waa caasimadda gobolka Battambang ee waqooyiga galbeedka Cambodia.
","Battambang ( Batdâmbâng ) or Krong Battambang ( , Battambang City ) is the capital city of Battambang province in northwestern Cambodia.
"
3856,"Battambang ( Khmer : Somali , IPA : [ ˌyuat ɗɑm ɓɑːŋ ] , "" Loss of Stick "" ) waa gobolka ( Khaag ) ee Cambodia oo ku yaala waqooyi galbeed.
","Battambang ( ' lost stick ' ) is a province of Cambodia in the far northwest of the country.
"
3857,"Macrakadii Ceyn Jaaluut ( 1260 ) : Huulaaku Khan
","The Battle of Ain Jalut , also spelled Ayn Jalut , was fought between the Bahri Mamluks of Egypt and the Mongol Empire on 3 September 1260 ( 25 Ramadan 658 AH ) in southeastern Galilee in the Jezreel Valley near the Spring of Harod.
"
3858,"Dagaalka Kousséri 1899-1900
","The battle of Kousséri originated in French plans to occupy the Chari-Baguirmi region.
"
3859,"Dagaalkii Muqdisho , ama Maalintii Rangers , was part of Operation Gothic Serpent.
","The Battle of Mogadishu , also known as the Black Hawk Down incident , was part of Operation Gothic Serpent.
"
3860,"Dagaalkii Uxud ( ingiriis : the Battle of Uhud ; carabi : ﻏﺰﻭﺓ ﺃﺣﺪ ; "" Ġazwat ' Uḥud "" ) waa dagaal dhacay Sabti , Maarso 19keedii , sanadkii 625 C.D ( C.D = Ciise Dabadii ) oo u dhiganta 3dii Shawwal sanadkii 3aad ee Hijrada Islaamka ; dagaalkaasi oo ka dhacay buurta Uxud ee waqooyi galbeed deegaanada Carabiya.
","The Battle of Uhud was fought on Saturday , 22 December 624 CE ( 7 Shawwal , 3 AH ) , in the valley north of Mount Uhud.
"
3861,"Dullaankii Wafla ayaa dhacay 28kii Agoosto 1542 meel u dhow Dooxada Ashenge ee ku taal gobolka Tigray , Itoobiya.
","The Battle of Wofla was fought on August 28 , 1542 near Lake Ashenge in Wofla ( or Ofla ) in the modern Ethiopian Region of Tigray ( previously part of Wollo ) between the Portuguese under Cristóvão da Gama and the forces of Imam Ahmad ibn Ibrahim al-Ghazi.
"
3862,"Dagaalka Smala 1843
","The Battle of the Smala was fought in 1843 between France and Algerian resistance fighters during the French conquest of Algeria.
"
3863,"Dagaalkii Dhufaysyada
","The Battle of the Trench , also known as the Battle of Khandaq and the Battle of the Confederates , was a 27-day-long defence by Muslims of Yathrib ( now "" Medina "" ) from Arab and Jewish tribes.
"
3864,"Bandar Beyla , waa magaalo xeebeed ku taala waqooyibari gobolka Bari ee wadanka Soomaaliya.
","Bayla , is a coastal town along the Guardafui Channel in the northeastern Bari region of Somalia.
"
3865,"Bayt al-Faqih waa magaalo ku Yemen.
","Bayt al-Faqīh or Beit al-Faqih ( archaic Betelfaguy ; "" Bayt al-Faqīh , "" ' House of the Jurist ' ) is a city in Al Hudaydah Governorate in Yemen.
"
3866,"Qoori
","A beach is a landform alongside a body of water which consists of loose particles.
"
3867,"Buti waa xayawaan aad u wany oo duurjoog ah , taas oo ka mid ah xayawaanka naasleyda ah.
","Bears are carnivoran mammals of the family Ursidae.
"
3868,"Gar ama gadh waa timo kasoobaxa gafuurka ilaa qalka hoose ee raga , badanaa waxaa lagu gartaa marka uu ninku qaan gaaro oo uu waynaado.
","A beard is the hair that grows on the chin , upper lip , cheeks and neck of humans and some non-human animals.
"
3869,"Qurux waa waxyaabaha oo indhaha ajiba oo ka hela.
","Beauty is the ascription of a property or characteristic to a person , object , animal , place or idea that provides a perceptual experience of pleasure or satisfaction.
"
3870,"Sariir waa qalab ka sameysan inta badan saabaan kaas oo loogu talagalay in lagu seexdo.
","A bed is a piece of furniture which is used as a place to sleep , relax , or engage in sexual activity.
"
